"","sp","lon","lat"
"2","Aburria jacutinga",-45.4167,-23.8
"3","Aburria jacutinga",-47.98,-24.1756
"18","Aburria jacutinga",-54.44626,-25.68337
"39","Aburria jacutinga",-48.3615,-24.0793
"44","Aburria jacutinga",-43.3246,-22.484
"45","Aburria jacutinga",-47.9773,-24.1367
"46","Aburria jacutinga",-48.4128,-24.2682
"63","Aburria jacutinga",-40.1997,-4.49702
"68","Aburria jacutinga",-57.2058,-18.6254
"106","Aburria jacutinga",-45.5717,-22.7175
"109","Aburria jacutinga",-48.4059,-24.1647
"116","Aburria jacutinga",-43.76953,-20.7972
"117","Aburria jacutinga",-51.64228,-14.24081
"118","Aburria jacutinga",-48.4181,-24.3013
"121","Aburria jacutinga",-45.173,-23.4736
"123","Aburria jacutinga",-54.4384,-25.6808
"125","Aburria jacutinga",-42.7119,-22.4878
"132","Aburria jacutinga",-45.1442,-23.3548
"134","Aburria jacutinga",-47.9226,-25.0762
"179","Aburria jacutinga",-56.286,-19.5682
"220","Accipiter bicolor",-45.5898,-22.7372
"222","Accipiter bicolor",-42.7706,-22.453
"229","Accipiter bicolor",-41.3965,-12.5714
"330","Accipiter bicolor",-45.5717,-22.7175
"344","Accipiter bicolor",-55.9143,-9.56726
"450","Accipiter bicolor",-48.4181,-24.3013
"461","Accipiter bicolor",-57.0611,-19.4321
"479","Accipiter bicolor",-45.0588,-23.3994
"555","Accipiter bicolor",-60.4248,-9.38945
"561","Accipiter bicolor",-55.724,-15.359
"578","Accipiter bicolor",-46.3558,-23.1988
"586","Accipiter bicolor",-56.1509,-19.5772
"601","Accipiter bicolor",-55.9311,-9.59726
"610","Accipiter bicolor",-48.4128,-24.2682
"616","Accipiter bicolor",-56.8772,-16.7581
"653","Accipiter bicolor",-56.6208,-16.3786
"672","Accipiter bicolor",-49.308,-25.4263
"687","Accipiter poliogaster",-55.9311,-9.59726
"691","Accipiter poliogaster",-60.1416,-2.60904
"693","Accipiter poliogaster",-48.4128,-24.2634
"695","Accipiter poliogaster",-48.4128,-24.2682
"709","Accipiter poliogaster",-42.8957,-20.2498
"710","Accipiter poliogaster",-59.5825,-4.39827
"711","Accipiter poliogaster",-48.9138,-25.3311
"714","Accipiter poliogaster",-55.9143,-9.56726
"729","Accipiter poliogaster",-46.558,-23.78723
"730","Accipiter poliogaster",-48.4181,-24.3013
"735","Accipiter poliogaster",-45.4899,-22.6913
"742","Accipiter poliogaster",-56.1509,-19.5772
"744","Accipiter poliogaster",-37.0784,-10.9222
"754","Accipiter poliogaster",-60.9424,-2.67942
"1258","Accipiter superciliosus",-52.37,-3.65
"1261","Accipiter superciliosus",-57.78731,-16.17506
"1302","Accipiter superciliosus",-34.8946,-8.04291
"1369","Accipiter superciliosus",-59.9606,-3.25295
"1392","Accipiter superciliosus",-62.8667,-10.2979
"1419","Accipiter superciliosus",-46.6205,-23.6392
"1439","Accipiter superciliosus",-47.48,-5.53
"1440","Accipiter superciliosus",-50,-10
"1442","Accipiter superciliosus",-66.605,-1.93667
"1452","Accipiter superciliosus",-66.93639,-0.13306
"1475","Accipiter superciliosus",-60.5649,-2.9019
"1479","Accipiter superciliosus",-55.9308,-9.59739
"1492","Accipiter superciliosus",-56.8049,-15.0465
"1496","Accipiter superciliosus",-45.5717,-22.7175
"1510","Accipiter superciliosus",-48.4059,-24.1647
"1516","Accipiter superciliosus",-59.1761,-5.93333
"1583","Accipiter superciliosus",-48.4128,-24.2682
"1595","Accipiter superciliosus",-46.4946,-23.4718
"1638","Accipiter superciliosus",-60.9357,-2.64265
"1660","Accipiter superciliosus",-46.7627,-3.70438
"1701","Accipiter superciliosus",-46.7622,-3.70356
"1789","Agelasticus cyanopus",-56.3253,-19.7476
"1791","Agelasticus cyanopus",-56.0742,-12.9831
"1809","Agelasticus cyanopus",-55.9647,-20.0959
"1810","Agelasticus cyanopus",-56.844,-16.7842
"1812","Agelasticus cyanopus",-56.9037,-19.8132
"1815","Agelasticus cyanopus",-56.9575,-19.494
"1818","Agelasticus cyanopus",-56.8575,-16.7481
"1820","Agelasticus cyanopus",-56.3044,-19.9526
"1823","Agelasticus cyanopus",-56.662,-16.3834
"1844","Agelasticus cyanopus",-56.5892,-16.3882
"1845","Agelasticus cyanopus",-56.9292,-17.1174
"1846","Agelasticus cyanopus",-56.6913,-16.4569
"1847","Agelasticus cyanopus",-56.8631,-16.7339
"1861","Agelasticus cyanopus",-56.6988,-17.2826
"1880","Agelasticus cyanopus",-56.7751,-17.3645
"1883","Agelasticus cyanopus",-44.8896,-23.338
"1887","Agelasticus cyanopus",-56.6934,-16.4887
"1891","Agelasticus cyanopus",-56.4258,-17.665
"1892","Agelasticus cyanopus",-56.6384,-16.2409
"1896","Agelasticus cyanopus",-56.7563,-17.3173
"1897","Agelasticus cyanopus",-57.8618,-16.6439
"1898","Agelasticus cyanopus",-56.6403,-16.3177
"1901","Agelasticus cyanopus",-56.6632,-16.3874
"1904","Agelasticus cyanopus",-56.7567,-17.1973
"1911","Agelasticus cyanopus",-57.6556,-16.0713
"1918","Agelasticus cyanopus",-56.6208,-16.3786
"1947","Agelasticus cyanopus",-56.8772,-16.7581
"1977","Agelasticus cyanopus",-58.1521,-20.1742
"1981","Agelasticus cyanopus",-56.11027,-19.56949
"1982","Agelasticus cyanopus",-57.02213,-19.57985
"1983","Agelasticus cyanopus",-56.99437,-19.57989
"1985","Agelasticus cyanopus",-57.03909,-19.54588
"1986","Agelasticus cyanopus",-56.757,-16.5592
"1987","Agelasticus cyanopus",-46.588,-23.2048
"1988","Agelasticus cyanopus",-57.2309,-19.2545
"1991","Agelasticus cyanopus",-57.0611,-19.4321
"1998","Agelasticus cyanopus",-56.7857,-17.0038
"1999","Agelasticus cyanopus",-56.6539,-16.4778
"2000","Agelasticus cyanopus",-56.7198,-16.7304
"2003","Agelasticus cyanopus",-46.1164,-23.5427
"2004","Agelasticus cyanopus",-44.9079,-23.3281
"2012","Agelasticus cyanopus",-44.94,-23.3313
"2038","Agelasticus cyanopus",-47.5646,-24.7415
"2040","Agelasticus cyanopus",-42.9737,-22.6729
"2044","Agelasticus cyanopus",-56.6245,-16.2571
"2071","Agelasticus cyanopus",-56.6232,-16.2358
"2079","Agelasticus cyanopus",-56.7392,-16.5019
"2080","Agelasticus cyanopus",-55.724,-15.359
"2082","Agelasticus cyanopus",-56.737,-17.3132
"2083","Agelasticus cyanopus",-56.8381,-17.2992
"2088","Agelasticus cyanopus",-56.283,-20.0644
"2095","Agelasticus cyanopus",-56.1509,-19.5772
"2101","Agelasticus cyanopus",-55.8334,-16.3383
"2110","Agelasticus cyanopus",-56.261,-20.3031
"2112","Agelasticus cyanopus",-56.8003,-19.0566
"2124","Agelasticus cyanopus",-56.4107,-16.3714
"2145","Agelasticus cyanopus",-56.9431,-17.1025
"2154","Agelasticus cyanopus",-44.8903,-23.3258
"2167","Agelasticus cyanopus",-48.8398,-25.9971
"2223","Agelasticus cyanopus",-56.7452,-16.503
"2230","Agelasticus cyanopus",-56.7176,-16.5645
"2265","Agelasticus cyanopus",-56.6147,-20.0863
"2270","Agelasticus cyanopus",-55.5057,-20.5569
"2288","Alopochelidon fucata",-53.1893,0
"2295","Alopochelidon fucata",-48.5815,-19.1659
"2300","Alopochelidon fucata",-52.8884,-18.261
"2305","Alopochelidon fucata",-61.008,-13.535
"2315","Alopochelidon fucata",-50.8566,-31.1138
"2319","Alopochelidon fucata",-46.775,-20.3338
"2323","Alopochelidon fucata",-47.523,-22.4138
"2325","Alopochelidon fucata",-47.9306,-25.108
"2327","Alopochelidon fucata",-46.5381,-20.2632
"2336","Alopochelidon fucata",-47.9055,-15.7868
"2337","Alopochelidon fucata",-47.1634,-22.5039
"2344","Alopochelidon fucata",-46.4955,-20.2506
"2356","Alopochelidon fucata",-44.5103,-20.0273
"2358","Alopochelidon fucata",-42.6769,-22.0526
"2367","Alopochelidon fucata",-42.5174,-22.0552
"2371","Alopochelidon fucata",-50.1313,-29.8765
"2372","Alopochelidon fucata",-51.0895,-31.3188
"2375","Alopochelidon fucata",-46.4763,-20.2183
"2396","Alopochelidon fucata",-47.52,-14.12
"2411","Alopochelidon fucata",-44.6136,-22.4458
"2412","Alopochelidon fucata",-48.7486,-25.4363
"2415","Alopochelidon fucata",-47.8945,-15.9383
"2418","Alopochelidon fucata",-48.4128,-24.2682
"2421","Alopochelidon fucata",-44.0904,-15.1071
"2423","Alopochelidon fucata",-55.7646,-15.458
"2425","Alopochelidon fucata",-46.3081,-20.1436
"2429","Alopochelidon fucata",-56.917,-19.0758
"2436","Alopochelidon fucata",-42.5457,-22.1349
"2465","Alopochelidon fucata",-52.06667,-20.8
"2466","Alopochelidon fucata",-48.4,-22.78333
"2468","Alopochelidon fucata",-51.71667,-20.8
"2474","Alopochelidon fucata",-56.9557,-19.49669
"2476","Alopochelidon fucata",-48.5269,-25.2034
"2482","Alopochelidon fucata",-48.5452,-26.1943
"2491","Alopochelidon fucata",-45.8849,-23.5227
"2492","Alopochelidon fucata",-52.1566,-32.1367
"2504","Alopochelidon fucata",-57.4091,-19.0777
"2507","Alopochelidon fucata",-47.6301,-14.1418
"2511","Alopochelidon fucata",-50.1866,-16.0963
"2514","Alopochelidon fucata",-60.1941,-14.7218
"2520","Alopochelidon fucata",-45.1442,-23.3548
"2526","Alopochelidon fucata",-56.1509,-19.5772
"2529","Alopochelidon fucata",-43.2241,-22.9674
"2541","Alopochelidon fucata",-46.5039,-20.267
"2550","Alopochelidon fucata",-43.1124,-22.3031
"2568","Alopochelidon fucata",-43.2115,-22.9707
"2577","Alopochelidon fucata",-42.6421,-22.4445
"2591","Alopochelidon fucata",-51.5559,-26.9972
"2597","Alopochelidon fucata",-44.595,-22.4609
"2904","Amaurospiza moesta",-54.45,-25.68
"2931","Amaurospiza moesta",-41.0793,-20.6723
"2932","Amaurospiza moesta",-44.5798,-22.4516
"2933","Amaurospiza moesta",-44.65,-22.5833
"2938","Amaurospiza moesta",-48.4118,-24.2673
"2948","Amaurospiza moesta",-56.5156,-21.1144
"2949","Amaurospiza moesta",-44.6136,-22.4458
"3029","Amaurospiza moesta",-52.43333,-27.38333
"3034","Amaurospiza moesta",-47.9398,-15.6971
"3037","Amaurospiza moesta",-50.82,-29.37
"3041","Amaurospiza moesta",-42.8094,-22.4259
"3042","Amaurospiza moesta",-57.2309,-19.2545
"3045","Amaurospiza moesta",-50.5628,-29.4444
"3046","Amaurospiza moesta",-49.9974,-29.0778
"3048","Amaurospiza moesta",-43.0001,-22.4719
"3078","Amazilia fimbriata",-42.8011,-22.4316
"3091","Amazilia fimbriata",-41.8926,-22.7621
"3094","Amazilia fimbriata",-59.7853,3.61782
"3120","Amazilia fimbriata",-56.7452,-16.503
"3142","Amazilia fimbriata",-56.9292,-17.1174
"3172","Amazilia fimbriata",-42.7711,-22.4525
"3179","Amazilia fimbriata",-42.7941,-22.4711
"3180","Amazilia fimbriata",-56.7198,-16.7304
"3181","Amazilia fimbriata",-56.8296,-16.6463
"3182","Amazilia fimbriata",-56.6539,-16.4778
"3184","Amazilia fimbriata",-56.7857,-17.0038
"3204","Amazilia fimbriata",-46.7853,-1.05999
"3209","Amazilia fimbriata",-45.0715,-23.441
"3210","Amazilia fimbriata",-44.9079,-23.3281
"3211","Amazilia fimbriata",-45.173,-23.4736
"3227","Amazilia fimbriata",-59.9866,-3.07028
"3239","Amazilia fimbriata",-59.4917,-3.18371
"3280","Amazilia fimbriata",-59.9822,-3.07878
"3288","Amazilia fimbriata",-56.7119,-16.512
"3289","Amazilia fimbriata",-59.9606,-3.25295
"3292","Amazilia fimbriata",-60.9357,-2.64265
"3293","Amazilia fimbriata",-60.0255,-2.0528
"3301","Amazilia fimbriata",-56.6232,-16.2358
"3318","Amazilia fimbriata",-47.8699,-15.7699
"3319","Amazilia fimbriata",-48.3289,-10.1852
"3320","Amazilia fimbriata",-56.6913,-16.4569
"3321","Amazilia fimbriata",-56.6208,-16.3786
"3327","Amazilia fimbriata",-56.025,-15.4606
"3331","Amazilia fimbriata",-44.571,-22.4817
"3333","Amazilia fimbriata",-55.7799,-15.4256
"3334","Amazilia fimbriata",-56.7392,-16.5019
"3336","Amazilia fimbriata",-56.8772,-16.7581
"3362","Amazilia fimbriata",-55.7894,-15.4378
"3364","Amazilia fimbriata",-56.7353,-16.6207
"3371","Amazilia fimbriata",-45.1707,-23.4829
"3379","Amazilia fimbriata",-55.9886,-15.4579
"3382","Amazilia fimbriata",-56.8575,-16.7481
"3383","Amazilia fimbriata",-55.8334,-16.3383
"3395","Amazilia fimbriata",-56.7486,-16.5903
"3399","Amazilia fimbriata",-42.4506,-22.2662
"3424","Amazilia fimbriata",-60.1829,-3.22208
"3429","Amazilia fimbriata",-56.4107,-16.3714
"3438","Amazilia fimbriata",-46.7622,-3.70356
"3443","Amazilia fimbriata",-60.8786,-2.6397
"3454","Amazilia fimbriata",-38.8696,-9.12379
"3456","Amazilia fimbriata",-60.0866,-3.03304
"3460","Amazilia fimbriata",-42.7119,-22.4878
"3462","Amazilia fimbriata",-44.8986,-17.3361
"3474","Amazilia fimbriata",-43.3603,-4.86521
"3475","Amazilia fimbriata",-55.9393,-9.63322
"3503","Amazilia fimbriata",-49.5535,-23.7002
"3528","Amazilia fimbriata",-56.7176,-16.5645
"3536","Amazilia fimbriata",-39.4896,-7.2449
"3537","Amazilia fimbriata",-38.9299,-4.25062
"3540","Amazilia fimbriata",-41.4212,-12.7448
"3541","Amazilia fimbriata",-41.3616,-12.5478
"3542","Amazilia fimbriata",-40.1895,-14.3756
"3545","Amazilia fimbriata",-55.7646,-15.458
"3558","Amazilia fimbriata",-43.3487,-4.88486
"3564","Amazilia fimbriata",-35.1256,-6.70056
"3565","Amazilia fimbriata",-35.1681,-6.73621
"3584","Amazilia lactea",-69.291,-10.6394
"3586","Amazilia lactea",-42.5174,-22.0552
"3587","Amazilia lactea",-42.5608,-22.2189
"3602","Amazilia lactea",-42.7119,-22.4878
"3607","Amazilia lactea",-42.6618,-22.0757
"3617","Amazilia lactea",-62.8667,-10.2979
"3619","Amazilia lactea",-43.5017,-20.3871
"3620","Amazilia lactea",-48.4128,-24.2682
"3624","Amazilia lactea",-42.6421,-22.4445
"3630","Amazilia lactea",-43.6075,-19.3539
"3631","Amazilia lactea",-43.4884,-20.0977
"3637","Amazilia lactea",-44.5103,-20.0273
"3641","Amazilia lactea",-45.5146,-23.009
"3649","Amazilia lactea",-45.7281,-22.6795
"3652","Amazilia lactea",-46.9406,-23.8557
"3659","Amazilia lactea",-40.1895,-14.3756
"3664","Amazilia lactea",-40.1345,-14.4132
"3672","Amazilia lactea",-41.3965,-12.5714
"3679","Amazilia lactea",-47.0116,-23.9667
"3690","Amazilia lactea",-47.8083,-15.7942
"3702","Amazilia lactea",-46.4763,-20.2183
"3713","Amazilia lactea",-46.509,-20.3241
"3730","Amazilia lactea",-48.6858,-24.5498
"3734","Amazilia lactea",-46.3081,-20.1436
"3735","Amazilia lactea",-46.6262,-23.6444
"3736","Amazilia lactea",-42.6833,-22.0519
"3739","Amazilia lactea",-46.6266,-23.6392
"3742","Amazilia lactea",-43.6761,-19.8228
"3800","Amazilia lactea",-46.6591,-23.5862
"3811","Amazilia lactea",-58.4526,-15.2608
"3831","Amazilia lactea",-42.6716,-22.0484
"3838","Amazilia lactea",-42.7711,-22.4525
"3842","Amazilia lactea",-44.6136,-22.4458
"3845","Amazilia lactea",-44.0773,-19.5587
"3846","Amazilia lactea",-43.9045,-19.95
"3849","Amazilia lactea",-44.9094,-17.2969
"3850","Amazilia lactea",-46.5229,-23.4919
"3851","Amazilia lactea",-44.1537,-19.531
"3854","Amazilia lactea",-41.5826,-12.5237
"3855","Amazilia lactea",-44.5432,-22.9828
"3857","Amazilia lactea",-45.8849,-23.5227
"3861","Amazilia lactea",-46.4955,-20.2506
"3863","Amazilia lactea",-46.1164,-23.5427
"3864","Amazilia lactea",-43.5894,-19.2897
"3871","Amazilia lactea",-42.5297,-22.3583
"3877","Amazilia lactea",-47.0698,-22.816
"3889","Amazilia lactea",-43.0758,-22.3214
"3906","Amazilia lactea",-44.656,-23.0338
"3921","Amazilia lactea",-42.6636,-21.9499
"3929","Amazilia lactea",-47.5977,-23.4306
"3950","Amazilia lactea",-41.349,-12.9884
"3963","Amazilia lactea",-45.1707,-23.4829
"3964","Amazilia lactea",-42.6787,-21.9573
"3965","Amazilia lactea",-45.173,-23.4736
"3976","Amazilia lactea",-42.4506,-22.2662
"3980","Amazilia lactea",-44.7111,-22.4564
"4001","Amazilia lactea",-46.3691,-20.3274
"4018","Amazilia lactea",-49.5535,-23.7002
"4025","Amazilia lactea",-40.5997,-19.9362
"4032","Amazilia lactea",-38.9299,-4.25062
"4035","Amazilia lactea",-38.7072,-9.95416
"4079","Amazilia versicolor",-45.173,-23.4736
"4080","Amazilia versicolor",-44.5589,-22.9542
"4081","Amazilia versicolor",-44.6149,-22.4321
"4083","Amazilia versicolor",-48.4118,-24.2673
"4088","Amazilia versicolor",-44.595,-22.4609
"4092","Amazilia versicolor",-42.7119,-22.4878
"4100","Amazilia versicolor",-45.0667,-23.45
"4107","Amazilia versicolor",-45.083,-23.4258
"4109","Amazilia versicolor",-55.9322,-9.59893
"4112","Amazilia versicolor",-46.9406,-23.8557
"4113","Amazilia versicolor",-45.0644,-23.4002
"4115","Amazilia versicolor",-42.7706,-22.453
"4119","Amazilia versicolor",-40.1345,-14.4132
"4120","Amazilia versicolor",-55.9196,-9.58575
"4123","Amazilia versicolor",-42.5297,-22.3583
"4127","Amazilia versicolor",-42.6002,-22.4093
"4130","Amazilia versicolor",-41.3965,-12.5714
"4133","Amazilia versicolor",-45.48,-22.69
"4136","Amazilia versicolor",-42.6421,-22.4445
"4139","Amazilia versicolor",-45.17,-23.47
"4147","Amazilia versicolor",-55.9393,-9.63322
"4148","Amazilia versicolor",-43.4884,-20.0977
"4160","Amazilia versicolor",-56.8575,-16.7481
"4166","Amazilia versicolor",-48.0524,-15.8147
"4167","Amazilia versicolor",-34.998,-8.4725
"4168","Amazilia versicolor",-40.0709,-19.1516
"4170","Amazilia versicolor",-45.2097,-23.3642
"4175","Amazilia versicolor",-44.6136,-22.4458
"4179","Amazilia versicolor",-55.9324,-9.63643
"4195","Amazilia versicolor",-55.9039,-9.53802
"4207","Amazilia versicolor",-55.9352,-9.59025
"4210","Amazilia versicolor",-48.4059,-24.1647
"4212","Amazilia versicolor",-59.8229,-3.6572
"4213","Amazilia versicolor",-49.0923,-25.5218
"4214","Amazilia versicolor",-45.1723,-23.4917
"4225","Amazilia versicolor",-60.0507,-1.97908
"4228","Amazilia versicolor",-42.6459,-22.4355
"4233","Amazilia versicolor",-60.1089,-3.06178
"4236","Amazilia versicolor",-60.0076,-3.51703
"4251","Amazilia versicolor",-48.4181,-24.3013
"4252","Amazilia versicolor",-44.3719,-22.4336
"4256","Amazilia versicolor",-42.7554,-22.4137
"4257","Amazilia versicolor",-42.8094,-22.4259
"4263","Amazilia versicolor",-55.742,-9.78438
"4266","Amazilia versicolor",-56.6208,-16.3786
"4267","Amazilia versicolor",-56.9292,-17.1174
"4268","Amazilia versicolor",-48.5452,-26.1943
"4285","Amazilia versicolor",-44.5432,-22.9828
"4292","Amazilia versicolor",-44.94,-23.3313
"4302","Amazilia versicolor",-45.1647,-23.3194
"4306","Amazilia versicolor",-45.0715,-23.441
"4318","Amazilia versicolor",-45.6176,-22.7316
"4320","Amazilia versicolor",-45.0588,-23.3994
"4334","Amazilia versicolor",-44.9079,-23.3281
"4352","Amazilia versicolor",-48.9642,-26.2608
"4379","Amazilia versicolor",-42.764,-22.4857
"4381","Amazilia versicolor",-42.7103,-22.4865
"4384","Amazilia versicolor",-40.6002,-19.9359
"4386","Amazilia versicolor",-40.0625,-19.1375
"4411","Amazilia versicolor",-56.3088,-9.9263
"4418","Amazilia versicolor",-46.7627,-3.70438
"4419","Amazilia versicolor",-47.0572,-3.22279
"4428","Amazilia versicolor",-45.1442,-23.3548
"4431","Amazilia versicolor",-55.988,-9.24665
"4441","Amazilia versicolor",-56.1509,-19.5772
"4442","Amazilia versicolor",-55.9215,-9.57328
"4446","Amazilia versicolor",-56.6315,-13.5407
"4450","Amazilia versicolor",-54.4504,-25.6776
"4452","Amazilia versicolor",-60.0255,-2.0528
"4453","Amazilia versicolor",-60.12,-3.19035
"4459","Amazilia versicolor",-43.0001,-22.4719
"4462","Amazilia versicolor",-44.7423,-22.3798
"4471","Amazilia versicolor",-46.7622,-3.70356
"4478","Amazilia versicolor",-55.8823,-9.64383
"4481","Amazilia versicolor",-42.5143,-22.2459
"4483","Amazilia versicolor",-42.5713,-22.3846
"4484","Amazilia versicolor",-42.5608,-22.2189
"4488","Amazilia versicolor",-44.7068,-23.1623
"4491","Amazilia versicolor",-38.8696,-9.12379
"4492","Amazilia versicolor",-40.6007,-19.9333
"4494","Amazilia versicolor",-60.0866,-3.03304
"4496","Amazilia versicolor",-45.1714,-23.4792
"4502","Amazilia versicolor",-47.9783,-15.6807
"4524","Amazilia versicolor",-48.8398,-25.9971
"4528","Amazilia versicolor",-48.3372,-24
"4529","Amazilia versicolor",-47.9457,-25.0371
"4530","Amazilia versicolor",-48.6405,-26.0817
"4532","Amazilia versicolor",-54.4383,-25.6425
"4539","Amazilia versicolor",-54.0716,-25.5889
"4547","Amazilia versicolor",-38.9299,-4.25062
"4549","Amazilia versicolor",-41.3616,-12.5478
"4554","Amazilia versicolor",-45.0879,-23.4174
"4557","Amazilia versicolor",-56.0354,-9.7818
"4561","Amazilia versicolor",-65.3682,-9.69967
"4570","Amazilia versicolor",-43.052,-22.9157
"4576","Amazona aestiva",-55.95419,-20.11444
"4577","Amazona aestiva",-56.457,-21.03591
"4578","Amazona aestiva",-54.43206,-20.46803
"4580","Amazona aestiva",-56.9557,-19.49669
"4581","Amazona aestiva",-56.97407,-19.48448
"4585","Amazona aestiva",-55.9647,-20.0959
"4586","Amazona aestiva",-42.7717,-22.4523
"4600","Amazona aestiva",-56.9037,-19.8132
"4603","Amazona aestiva",-46.6564,-23.6263
"4604","Amazona aestiva",-56.6913,-16.4569
"4609","Amazona aestiva",-52.8884,-18.261
"4610","Amazona aestiva",-56.6988,-17.2826
"4611","Amazona aestiva",-46.6616,-23.5806
"4614","Amazona aestiva",-56.9292,-17.1174
"4617","Amazona aestiva",-52.7966,-18.3424
"4618","Amazona aestiva",-56.6812,-16.4361
"4620","Amazona aestiva",-52.903,-18.3429
"4636","Amazona aestiva",-56.857,-16.0722
"4651","Amazona aestiva",-54.7456,-18.5306
"4654","Amazona aestiva",-56.6213,-16.3788
"4658","Amazona aestiva",-56.7353,-16.6203
"4672","Amazona aestiva",-56.8575,-16.7481
"4683","Amazona aestiva",-56.7751,-17.3645
"4703","Amazona aestiva",-54.4469,-25.6821
"4708","Amazona aestiva",-56.8772,-16.7581
"4730","Amazona aestiva",-55.7198,-19.3444
"4734","Amazona aestiva",-56.7118,-16.5124
"4744","Amazona aestiva",-56.7452,-16.503
"4769","Amazona aestiva",-56.1064,-19.5794
"4792","Amazona aestiva",-56.6463,-16.502
"4814","Amazona aestiva",-56.61463,-20.08622
"4815","Amazona aestiva",-57.02117,-19.57661
"4816","Amazona aestiva",-56.60122,-20.43087
"4818","Amazona aestiva",-56.64104,-20.55244
"4821","Amazona aestiva",-56.99437,-19.57989
"4822","Amazona aestiva",-55.86329,-16.34601
"4824","Amazona aestiva",-56.67519,-16.50462
"4825","Amazona aestiva",-56.30459,-20.26606
"4826","Amazona aestiva",-56.3863,-20.24062
"4829","Amazona aestiva",-57.2309,-19.2545
"4830","Amazona aestiva",-57.0611,-19.4321
"4840","Amazona aestiva",-56.7857,-17.0038
"4841","Amazona aestiva",-56.8296,-16.6463
"4842","Amazona aestiva",-56.6539,-16.4778
"4843","Amazona aestiva",-56.7198,-16.7304
"4844","Amazona aestiva",-56.6978,-17.4445
"4847","Amazona aestiva",-56.6758,-16.5225
"4873","Amazona aestiva",-56.6232,-16.2358
"4881","Amazona aestiva",-47.5977,-23.4306
"4888","Amazona aestiva",-56.7392,-16.5019
"4892","Amazona aestiva",-55.724,-15.359
"4907","Amazona aestiva",-46.7191,-23.5619
"4919","Amazona aestiva",-56.1509,-19.5772
"4924","Amazona aestiva",-56.8049,-15.0465
"4925","Amazona aestiva",-55.9312,-9.59769
"4936","Amazona aestiva",-56.5949,-17.3311
"4939","Amazona aestiva",-56.8381,-17.2992
"4947","Amazona aestiva",-56.261,-20.3031
"4953","Amazona aestiva",-56.8003,-19.0566
"4955","Amazona aestiva",-56.0985,-9.87794
"4960","Amazona aestiva",-47.6921,-15.5821
"4962","Amazona aestiva",-56.4107,-16.3714
"4965","Amazona aestiva",-55.8334,-16.3383
"4976","Amazona aestiva",-43.3487,-4.88486
"4978","Amazona aestiva",-56.5075,-15.978
"4991","Amazona aestiva",-45.8871,-23.167
"4994","Amazona aestiva",-51.2506,-23.4468
"5022","Amazona aestiva",-45.9174,-23.1126
"5045","Amazona aestiva",-56.7176,-16.5645
"5051","Amazona aestiva",-39.1474,-9.92189
"5068","Amazona aestiva",-50.86,-23.6791
"5073","Amazona aestiva",-44.6339,-23.2403
"5075","Amazona amazonica",-55.95419,-20.11444
"5076","Amazona amazonica",-55.96573,-20.09592
"5086","Amazona amazonica",-56.30459,-20.26606
"5100","Amazona amazonica",-42.7884,-22.4753
"5120","Amazona amazonica",-48.4364,-1.45836
"5129","Amazona amazonica",-42.6924,-21.9511
"5131","Amazona amazonica",-42.7711,-22.4525
"5189","Amazona amazonica",-48.4246,-1.42532
"5203","Amazona amazonica",-48.4422,-1.14731
"5213","Amazona amazonica",-59.9905,-3.05858
"5219","Amazona amazonica",-38.0261,-12.5706
"5268","Amazona amazonica",-59.9866,-3.07028
"5275","Amazona amazonica",-59.9822,-3.07878
"5448","Amazona amazonica",-56.6232,-16.2358
"5449","Amazona amazonica",-55.988,-9.24665
"5471","Amazona amazonica",-48.0906,-1.60105
"5472","Amazona amazonica",-48.0613,-1.52881
"5474","Amazona amazonica",-48.3129,-1.48676
"5476","Amazona amazonica",-48.3289,-10.1852
"5477","Amazona amazonica",-56.6913,-16.4569
"5485","Amazona amazonica",-48.0958,-0.92418
"5488","Amazona amazonica",-48.4771,-1.4544
"5530","Amazona amazonica",-45.0792,-1.51903
"5532","Amazona amazonica",-44.8242,-2.20908
"6138","Amazona vinacea",-48.5701,-25.0624
"6139","Amazona vinacea",-45.5898,-22.7372
"6143","Amazona vinacea",-44.595,-22.4609
"6149","Amazona vinacea",-47.9773,-24.1367
"6152","Amazona vinacea",-50.6111,-29.4431
"6154","Amazona vinacea",-50.6056,-24.298
"6155","Amazona vinacea",-45.4899,-22.6913
"6159","Amazona vinacea",-45.4829,-22.7005
"6167","Amazona vinacea",-45.55,-22.71
"6171","Amazona vinacea",-45.497,-22.7911
"6207","Amazona vinacea",-51.5,-27.6
"6211","Amazona vinacea",-50.0789,-29.1597
"6213","Amazona vinacea",-50.1941,-29.1878
"6219","Amazona vinacea",-45.5717,-22.7175
"6224","Amazona vinacea",-49.9974,-29.0778
"6244","Amazona vinacea",-50.0621,-29.1557
"6270","Amazona vinacea",-45.5243,-22.6943
"6273","Amazona vinacea",-50.5628,-29.4444
"6276","Amazona vinacea",-47.0347,-23.974
"6281","Amazona vinacea",-45.642,-22.6797
"6286","Amazona vinacea",-50.6772,-29.4659
"6287","Amazona vinacea",-50.0977,-28.1422
"6302","Amazona vinacea",-44.6136,-22.4458
"6307","Anabacerthia amaurotis",-45.85,-23.5333
"6308","Anabacerthia amaurotis",-44.5917,-22.462
"6309","Anabacerthia amaurotis",-41.0793,-20.6723
"6310","Anabacerthia amaurotis",-42.5297,-22.3583
