Especies,lat,lon
Dendropsophus_minutus,-23.4339,-45.0711
Dendropsophus_minutus,-23.430278,-45.069722
Dendropsophus_minutus,-23.43,-45.07
Dendropsophus_minutus,-18.9186,-48.2772
Dendropsophus_minutus,-20.88,-49.89
Dendropsophus_minutus,-27.0067,-51.74
Dendropsophus_minutus,-20.326944,-46.365833
Dendropsophus_minutus,-30.081111,-51.023056
Dendropsophus_minutus,-20.7539,-42.8819
Dendropsophus_minutus,-15.0081,-59.9506
Dendropsophus_minutus,-20.1967,-50.4844
Dendropsophus_minutus,-20.19,-50.48
Dendropsophus_miyatai,-9.026111,-67.236667
Dendropsophus_miyatai,-9.025833,-67.181111
Dendropsophus_miyatai,-9.013056,-67.181111
Dendropsophus_miyatai,-8.834167,-67.304722
Dendropsophus_miyatai,-8.78,-67.353611
Dendropsophus_miyatai,-9.029444,-67.090833
Dendropsophus_nahdereri,-27.9019,-49.1286
Dendropsophus_nahdereri,-27.873889,-49.1275
Dendropsophus_nahdereri,-28.306111,-50.710278
Dendropsophus_nahdereri,-28.033611,-50.852778
Dendropsophus_nahdereri,-27.992222,-50.896667
Dendropsophus_nahdereri,-27.575,-51.169444
Dendropsophus_nahdereri,-26.4,-49.233333
Dendropsophus_nahdereri,-26.4275,-51.3156
Dendropsophus_nahdereri,-26.366667,-51.366667
Dendropsophus_nahdereri,-26.853611,-50.666667
Dendropsophus_nahdereri,-27.6725,-49.021667
Dendropsophus_nahdereri,-27.6725,-49.0217
Dendropsophus_nahdereri,-26.666667,-49.333333
Dendropsophus_nahdereri,-27.683333,-48.766667
Dendropsophus_nahdereri,-26.248611,-49.380556
Dendropsophus_nahdereri,-25.683333,-49.05
Dendropsophus_nahdereri,-25.5347,-49.2064
Dendropsophus_nahdereri,-27.0067,-51.74
Dendropsophus_nahdereri,-26.883333,-51.8
Dendropsophus_nanus,-4.950556,-47.373611
Dendropsophus_nanus,-4.94667,-47.5047
Dendropsophus_nanus,-4.786049,-47.331867
Dendropsophus_nanus,-15.2047,-56.3658
Dendropsophus_nanus,-22.1264,-47.6631
Dendropsophus_nanus,-21.2089,-50.4328
Dendropsophus_nanus,-7.19111,-48.2072
Dendropsophus_nanus,-21.790278,-48.169722
Dendropsophus_nanus,-10.7578,-37.3153
Dendropsophus_nanus,-21.4608,-49.9497
Dendropsophus_nanus,-4.291944,-44.791667
Dendropsophus_nanus,-20.9181,-49.4453
Dendropsophus_nanus,-21.133889,-56.808611
Dendropsophus_nanus,-21.1211,-56.4819
Dendropsophus_nanus,-21.121111,-56.481667
Dendropsophus_nanus,-22.8858,-48.445
Dendropsophus_nanus,-22.88,-48.439722
Dendropsophus_nanus,-22.88,-48.44
Dendropsophus_nanus,-22.280278,-48.119722
Dendropsophus_nanus,-16.070833,-57.678889
Dendropsophus_nanus,-22.9,-47.06
Dendropsophus_nanus,-21.1378,-48.9728
Dendropsophus_nanus,-15.4606,-55.7497
Dendropsophus_nanus,-19.188333,-52.783056
Dendropsophus_nanus,-19.049444,-52.874167
Dendropsophus_nanus,-23.663333,-52.604722
Dendropsophus_nanus,-19.009444,-57.653056
Dendropsophus_nanus,-19.0092,-57.6533
Dendropsophus_nanus,-22.22,-47.62
Dendropsophus_nanus,-22.22,-47.6258
Dendropsophus_nanus,-20.4778,-49.7778
Dendropsophus_nanus,-19.024444,-53.192778
Dendropsophus_nanus,-18.5439,-53.1292
Dendropsophus_nanus,-15.8106,-54.9178
Dendropsophus_nanus,-6.530278,-47.392778
Dendropsophus_nanus,-23.9161,-51.9792
Dendropsophus_nanus,-23.8492,-50.4031
Dendropsophus_nanus,-11.7967,-49.5289
Dendropsophus_nanus,-22.29,-49.55
Dendropsophus_nanus,-16.5594,-42.8897
Dendropsophus_nanus,-20.795,-49.2203
Dendropsophus_nanus,-24.18,-48.53
Dendropsophus_nanus,-23.8486,-50.1878
Dendropsophus_nanus,-20.37926,-49.252648
Dendropsophus_nanus,-20.3749,-49.2758
Dendropsophus_nanus,-20.374538,-49.275148
Dendropsophus_nanus,-20.3685,-49.1928
Dendropsophus_nanus,-20.3633,-49.1933
Dendropsophus_nanus,-20.3578,-49.198204
Dendropsophus_nanus,-20.3417,-49.195
Dendropsophus_nanus,-20.34,-49.19
Dendropsophus_nanus,-19.570278,-51.896111
Dendropsophus_nanus,-19.284167,-51.051667
Dendropsophus_nanus,-22.4256,-45.4528
Dendropsophus_nanus,-17.60861111,-54.82777778
Dendropsophus_nanus,-23.1606,-49.9694
Dendropsophus_nanus,-22.700278,-46.979722
Dendropsophus_nanus,-9.411944,-40.498333
Dendropsophus_nanus,-20.7427,-49.9291
Dendropsophus_nanus,-20.74,-49.937
Dendropsophus_nanus,-6.83861,-35.1261
Dendropsophus_nanus,-7.45,-73.6
Dendropsophus_nanus,-5.503611,-50.278889
Dendropsophus_nanus,-23.4253,-51.9386
Dendropsophus_nanus,-23.66,-46.46
Dendropsophus_nanus,-21.1667,-49.5808
Dendropsophus_nanus,-20.8192,-49.5211
Dendropsophus_nanus,-21.46,-47
Dendropsophus_nanus,-21.0788,-49.5389
Dendropsophus_nanus,-21.0779,-49.5389
Dendropsophus_nanus,-21.0777,-49.5397
Dendropsophus_nanus,-21.0761,-49.5431
Dendropsophus_nanus,-20.38,-49.277
Dendropsophus_nanus,-20.358,-49.28
Dendropsophus_nanus,-20.353,-49.278
Dendropsophus_nanus,-21.4681,-49.2208
Dendropsophus_nanus,-20.39,-49.4331
Dendropsophus_nanus,-19.825278,-51.54
Dendropsophus_nanus,-19.6772,-51.1908
Dendropsophus_nanus,-23.38,-48.72
Dendropsophus_nanus,-20.25,-47.47
Dendropsophus_nanus,-21.7364,-49.3667
Dendropsophus_nanus,-6.273333,-47.361389
Dendropsophus_nanus,-22.081667,-57.939444
Dendropsophus_nanus,-22.080278,-57.839167
Dendropsophus_nanus,-22.026389,-57.904167
Dendropsophus_nanus,-22.003611,-57.773889
Dendropsophus_nanus,-21.908056,-57.836667
Dendropsophus_nanus,-21.701944,-57.720278
Dendropsophus_nanus,-21.65,-57.711944
Dendropsophus_nanus,-21.554444,-57.780833
Dendropsophus_nanus,-12.9,-52.366667
Dendropsophus_nanus,-6.010556,-47.428611
Dendropsophus_nanus,-20.443333,-53.759167
Dendropsophus_nanus,-20.4431,-53.7592
Dendropsophus_nanus,-24.22,-48.76
Dendropsophus_nanus,-23.1077,-49.7933
Dendropsophus_nanus,-21.8019,-54.5464
Dendropsophus_nanus,-22.41,-47.56
Dendropsophus_nanus,-17.7981,-50.9281
Dendropsophus_nanus,-21.4,-49.502
Dendropsophus_nanus,-23.25,-50.4667
Dendropsophus_nanus,-20.2111,-50.9258
Dendropsophus_nanus,-20.1888,-50.8965
Dendropsophus_nanus,-20.184,-50.8945
Dendropsophus_nanus,-20.1782,-50.8923
Dendropsophus_nanus,-13.441111,-40.430556
Dendropsophus_nanus,-20.926,-50.349
Dendropsophus_nanus,-22.01,-47.89
Dendropsophus_nanus,-11.617222,-50.669167
Dendropsophus_nanus,-7.1625,-37.3089
Dendropsophus_nanus,-21.6667,-46.9667
Dendropsophus_nanus,-21.59,-46.88
Dendropsophus_nanus,-20.8675,-49.3097
Dendropsophus_nanus,-20.82,-49.369722
Dendropsophus_nanus,-20.8197,-49.3794
Dendropsophus_nanus,-9.78194,-36.3508
Dendropsophus_nanus,-23.540278,-46.63
Dendropsophus_nanus,-23.5632,-46.732922
Dendropsophus_nanus,-21.21,-47.59
Dendropsophus_nanus,-16.659167,-48.608056
Dendropsophus_nanus,-20.992,-48.979
Dendropsophus_nanus,-7.955556,-72.076944
Dendropsophus_nanus,-24.324167,-50.615556
Dendropsophus_nanus,-22.617,-52.167
Dendropsophus_nanus,-22.617,-52.169
Dendropsophus_nanus,-22.545,-52.234
Dendropsophus_nanus,-22.37,-52.329
Dendropsophus_nanus,-22.5325,-52.1675
Dendropsophus_nanus,-22.53,-52.16
Dendropsophus_nanus,-20.7511,-51.6783
Dendropsophus_nanus,-28.5156,-49.4575
Dendropsophus_nanus,-20.1967,-50.4844
Dendropsophus_nanus,-20.19,-50.48
Dendropsophus_nanus,-20.5144,-50.0866
Dendropsophus_nanus,-20.4228,-49.9728
Dendropsophus_novaisi,-13.44155,-40.431134
Dendropsophus_novaisi,-16.005761,-41.297544
Dendropsophus_oliveirai,-14.785833,-39.280278
Dendropsophus_oliveirai,-14.2775,-38.9967
Dendropsophus_oliveirai,-14.283611,-39.842778
Dendropsophus_oliveirai,-14.2836,-39.8428
Dendropsophus_oliveirai,-8.722778,-35.838611
Dendropsophus_oliveirai,-7.145,-34.865
Dendropsophus_oliveirai,-14.057253,-39.723433
Dendropsophus_parviceps,-4.437423,-64.124616
Dendropsophus_parviceps,-8.105753,-73.343204
Dendropsophus_parviceps,-7.631111,-72.669722
Dendropsophus_parviceps,-11.658239,-64.384486
Dendropsophus_parviceps,-5.219722,-69.317778
Dendropsophus_parviceps,-5.503611,-50.278889
Dendropsophus_parviceps,-9.14156,-72.4405
Dendropsophus_parviceps,-10.064194,-68.371294
Dendropsophus_parviceps,-2.952222,-51.864722
Dendropsophus_parviceps,-7.955556,-72.076944
Dendropsophus_parviceps,-7.817222,-71.814167
Dendropsophus_pauiniensis,-7.783333,-67.083333
Dendropsophus_pseudomeridianus,-22.753221,-42.29311
Dendropsophus_pseudomeridianus,-21.771111,-41.535556
Dendropsophus_pseudomeridianus,-21.758056,-41.529167
Dendropsophus_pseudomeridianus,-21.746389,-41.497222
Dendropsophus_pseudomeridianus,-21.735278,-41.494722
Dendropsophus_pseudomeridianus,-21.751667,-41.541389
Dendropsophus_pseudomeridianus,-21.088889,-42.054167
Dendropsophus_pseudomeridianus,-21.086944,-42.034722
Dendropsophus_pseudomeridianus,-21.085833,-42.026389
Dendropsophus_pseudomeridianus,-22.636111,-43.191111
Dendropsophus_pseudomeridianus,-21.063333,-41.389722
Dendropsophus_pseudomeridianus,-22.954167,-43.022222
Dendropsophus_pseudomeridianus,-22.921177,-43.449881
Dendropsophus_pseudomeridianus,-22.013889,-41.932778
Dendropsophus_pseudomeridianus,-22.011667,-41.922778
Dendropsophus_pseudomeridianus,-21.968762,-41.913356
Dendropsophus_pseudomeridianus,-21.926667,-42.016944
Dendropsophus_pseudomeridianus,-21.429167,-41.082222
Dendropsophus_pseudomeridianus,-21.416111,-41.077222
Dendropsophus_pseudomeridianus,-21.433889,-41.052222
Dendropsophus_pseudomeridianus,-22.878425,-42.51859
Dendropsophus_pseudomeridianus,-22.733333,-43.7
Dendropsophus_pseudomeridianus,-22.067778,-43.173889
Dendropsophus_pseudomeridianus,-22.065833,-43.166944
Dendropsophus_rhea,-21.996571,-47.4262
Dendropsophus_rhodopeplus,-9.648364,-63.395903
Dendropsophus_rhodopeplus,-9.026111,-67.236667
Dendropsophus_rhodopeplus,-9.025833,-67.24
Dendropsophus_rhodopeplus,-9.013056,-67.181111
Dendropsophus_rhodopeplus,-8.834167,-67.304722
Dendropsophus_rhodopeplus,-8.78,-67.353611
Dendropsophus_rhodopeplus,-4.05,-77.76667
Dendropsophus_rhodopeplus,-7.974763,-72.76829
Dendropsophus_rhodopeplus,-6.416667,-61.7
Dendropsophus_rhodopeplus,-9.029444,-67.090833
Dendropsophus_rhodopeplus,-7.666667,-66.966667
Dendropsophus_rhodopeplus,-2.621215,-60.259173
Dendropsophus_rhodopeplus,-7.757296,-68.198147
Dendropsophus_rhodopeplus,-12.916667,-69.483333
Dendropsophus_rhodopeplus,-7.955556,-72.076944
Dendropsophus_riveroi,-7.016667,-64.35
Dendropsophus_riveroi,-6.55,-64.35
Dendropsophus_riveroi,-6.683333,-64.583333
Dendropsophus_riveroi,-8.105753,-73.343204
Dendropsophus_riveroi,-7.631111,-72.669722
Dendropsophus_riveroi,-2.374855,-65.894475
Dendropsophus_riveroi,-7.666667,-66.966667
Dendropsophus_riveroi,-9.14156,-72.4405
Dendropsophus_riveroi,-9.974722,-67.809722
Dendropsophus_riveroi,-5.766667,-63.033333
Dendropsophus_riveroi,-8.161667,-70.765556
Dendropsophus_riveroi,-10.651944,-68.504167
Dendropsophus_rossalleni,-12.41667,-64.41667
Dendropsophus_rossalleni,-8.15,-70.35
Dendropsophus_rossalleni,-2.4,-66.11667
Dendropsophus_rossalleni,-2.374855,-65.894475
Dendropsophus_rossalleni,-3.216667,-60.033333
Dendropsophus_rossalleni,-1.83333,-66.55
Dendropsophus_rossalleni,-7.65,-65.583333
Dendropsophus_rossalleni,-4.204722,-69.932222
Dendropsophus_rossalleni,-2.621215,-60.259173
Dendropsophus_rossalleni,-7.45,-73.6
Dendropsophus_rossalleni,-2.433527,-65.033411
Dendropsophus_rossalleni,0.257355,-57.148639
Dendropsophus_rossalleni,-8.16667,-70.76667
Dendropsophus_rubicundulus,-8.80361,-49.5564
Dendropsophus_rubicundulus,-18.665278,-52.892778
Dendropsophus_rubicundulus,-19.762778,-44.313889
Dendropsophus_rubicundulus,-19.627222,-43.889444
Dendropsophus_rubicundulus,-19.6272,-43.8897
Dendropsophus_rubicundulus,-11.796944,-49.528889
Dendropsophus_rubicundulus,-15.934444,-50.140278
Dendropsophus_rubicundulus,-3.122778,-40.834167
Dendropsophus_rubicundulus,-19.570278,-51.896111
Dendropsophus_rubicundulus,-19.284167,-51.051667
Dendropsophus_rubicundulus,-15.823333,-50.613056
Dendropsophus_rubicundulus,-17.60861111,-54.82777778
Dendropsophus_rubicundulus,-17.608611,-54.827778
Dendropsophus_rubicundulus,-18.2064,-45.2417
Dendropsophus_rubicundulus,-22.940278,-47.31
Dendropsophus_rubicundulus,-22.76,-47.15
Dendropsophus_rubicundulus,-4.107778,-41.701111
Dendropsophus_rubicundulus,-20.443333,-53.759167
Dendropsophus_rubicundulus,-12.733333,-44.683333
Dendropsophus_rubicundulus,-12.7,-45.083333
Dendropsophus_rubicundulus,-23.540278,-46.63
Dendropsophus_rubicundulus,-16.6589,-48.6081
Dendropsophus_rubicundulus,-16.658889,-48.608056
Dendropsophus_rubicundulus,-10.708333,-48.416944
Dendropsophus_rubicundulus,-18.918611,-48.276944
Dendropsophus_ruschii,-19.930479,-40.600347
Dendropsophus_ruschii,-20.780479,-42.17036
Dendropsophus_ruschii,-20.40048,-41.020351
Dendropsophus_ruschii,-20.35048,-40.650348
Dendropsophus_sanborni,-29.992717,-51.036288
Dendropsophus_sanborni,-31.236342,-54.016243
Dendropsophus_sanborni,-22.28,-48.12
Dendropsophus_sanborni,-23.350476,-47.067068
Dendropsophus_sanborni,-30.589616,-53.4712
Dendropsophus_sanborni,-29.919442,-51.094928
Dendropsophus_sanborni,-22.9,-47.06
Dendropsophus_sanborni,-27.575,-51.169444
Dendropsophus_sanborni,-29.349302,-50.772598
Dendropsophus_sanborni,-29.92,-51.18
Dendropsophus_sanborni,-28.130247,-54.738721
Dendropsophus_sanborni,-30.119798,-50.272263
Dendropsophus_sanborni,-22.22,-47.62
Dendropsophus_sanborni,-29.384027,-50.894793
Dendropsophus_sanborni,-29.889195,-50.945653
Dendropsophus_sanborni,-30.176318,-51.430437
Dendropsophus_sanborni,-23.65,-47.22
Dendropsophus_sanborni,-23.71,-46.84
Dendropsophus_sanborni,-23.26,-47.29
Dendropsophus_sanborni,-32.409973,-53.337583
Dendropsophus_sanborni,-28.6,-49.033333
Dendropsophus_sanborni,-27.8,-50.316667
Dendropsophus_sanborni,-28.483333,-48.766667
Dendropsophus_sanborni,-29.708685,-51.503321
Dendropsophus_sanborni,-30.935253,-50.785331
Dendropsophus_sanborni,-30.933705,-50.782985
Dendropsophus_sanborni,-30.909473,-50.81598
Dendropsophus_sanborni,-30.847118,-50.707228
Dendropsophus_sanborni,-30.847069,-50.70515
Dendropsophus_sanborni,-30.846241,-50.725785
Dendropsophus_sanborni,-29.371524,-51.0848
Dendropsophus_sanborni,-29.704444,-50.989167
Dendropsophus_sanborni,-29.915535,-50.266825
Dendropsophus_sanborni,-31.574507,-52.340892
Dendropsophus_sanborni,-22.72,-47.64
Dendropsophus_sanborni,-24.5261,-49.9486
Dendropsophus_sanborni,-30.09551,-51.163129
Dendropsophus_sanborni,-26.238056,-51.078333
Dendropsophus_sanborni,-29.196667,-49.950278
Dendropsophus_sanborni,-24.22,-48.76
Dendropsophus_sanborni,-22.41,-47.56
Dendropsophus_sanborni,-32.214374,-52.400194
Dendropsophus_sanborni,-30.020361,-52.433124
Dendropsophus_sanborni,-29.647828,-52.406788
Dendropsophus_sanborni,-22.45,-47.53
Dendropsophus_sanborni,-29.784068,-53.825076
Dendropsophus_sanborni,-26.250278,-49.378611
Dendropsophus_sanborni,-29.754616,-51.144095
Dendropsophus_sanborni,-31.229879,-52.120173
Dendropsophus_sanborni,-21.8,-44.6
Dendropsophus_sanborni,-28.597778,-49.424444
Dendropsophus_sanborni,-30.663574,-51.438523
Dendropsophus_sanborni,-29.6506,-50.7806
Dendropsophus_sanborni,-29.671227,-50.762967
Dendropsophus_sanborni,-31.24944,-50.955925
Dendropsophus_sanborni,-29.361998,-49.756181
Dendropsophus_sanborni,-30.027477,-50.222279
Dendropsophus_sanborni,-29.842651,-51.570561
Dendropsophus_sanborni,-29.839101,-56.728752
Dendropsophus_sanborni,-30.164533,-50.870672
Dendropsophus_sarayacuensis,-3.194167,-52.2175
Dendropsophus_sarayacuensis,-9.017778,-67.236667
Dendropsophus_sarayacuensis,-7.631111,-72.669722
Dendropsophus_sarayacuensis,-8.666667,-72.783333
Dendropsophus_sarayacuensis,-9.974722,-67.809722
Dendropsophus_sarayacuensis,-7.955556,-72.076944
Dendropsophus_schubarti,-3.78273,-55.3215554
Dendropsophus_schubarti,-7.631111,-72.669722
Dendropsophus_schubarti,-11.583333,-60.683333
Dendropsophus_schubarti,-7.45,-73.766667
Dendropsophus_schubarti,-0.8521,-51.860862
Dendropsophus_schubarti,-8.161667,-70.765556
Dendropsophus_seniculus,-19.820278,-40.273333
Dendropsophus_seniculus,-19.936389,-40.600278
Dendropsophus_seniculus,-20.263889,-40.42
Dendropsophus_seniculus,-22.5894,-41.9928
Dendropsophus_seniculus,-20.083807,-43.467035
Dendropsophus_seniculus,-18.593333,-39.732222
Dendropsophus_seniculus,-19.87743,-40.635372
Dendropsophus_seniculus,-20.363333,-40.659167
Dendropsophus_seniculus,-24.250476,-48.167078
Dendropsophus_seniculus,-25.304534,-48.327423
Dendropsophus_seniculus,-25.232978,-48.367164
Dendropsophus_seniculus,-19.8319,-40.3697
Dendropsophus_seniculus,-13.833787,-39.166992
Dendropsophus_seniculus,-24.6925,-48.0022
Dendropsophus_seniculus,-19.391111,-40.071944
Dendropsophus_seniculus,-19.380555,-40.027948
Dendropsophus_seniculus,-22.583817,-43.033704
Dendropsophus_seniculus,-22.653056,-43.040556
Dendropsophus_seniculus,-22.6528,-43.0406
Dendropsophus_seniculus,-19.678756,-42.551706
Dendropsophus_seniculus,-22.7592,-43.4511
Dendropsophus_seniculus,-16.383799,-39.166996
Dendropsophus_seniculus,-22.10384,-41.441821
Dendropsophus_seniculus,-24.09,-48.36
Dendropsophus_seniculus,-22.921177,-43.449881
Dendropsophus_seniculus,-18.747403,-40.022802
Dendropsophus_seniculus,-18.716111,-39.858889
Dendropsophus_seniculus,-23.5879,-46.6105
Dendropsophus_seniculus,-22.847153,-42.454812
Dendropsophus_seniculus,-24.200476,-48.050411
Dendropsophus_soaresi,-11.333333,-46.983333
Dendropsophus_soaresi,-18.673889,-51.880556
Dendropsophus_soaresi,-12.1528,-44.99
Dendropsophus_soaresi,-5.885189,-35.367022
Dendropsophus_soaresi,-17.733333,-46.166667
Dendropsophus_soaresi,-7.024444,-37.279722
Dendropsophus_soaresi,-15.8538,-48.9585
Dendropsophus_soaresi,-7.083333,-41.5
Dendropsophus_soaresi,-14.184167,-48.351944
Dendropsophus_soaresi,-14.147778,-48.335556
Dendropsophus_soaresi,-7.1625,-37.308889
Dendropsophus_soaresi,-7.1625,-37.3089
Dendropsophus_soaresi,-9.78194,-36.3508
Dendropsophus_soaresi,-18.185278,-52.017778
Dendropsophus_soaresi,-16.658889,-48.608056
Dendropsophus_soaresi,-3.333333,-40.7
Dendropsophus_studerae,-9.319321,-36.307522
Dendropsophus_timbeba,-7.633333,-72.666667
Dendropsophus_timbeba,-7.631111,-72.669722
Dendropsophus_timbeba,-10.6,-68.533333
Dendropsophus_timbeba,-10.651944,-68.504167
Dendropsophus_tintinnabulum,0.226944444,-68
Dendropsophus_tintinnabulum,0.531111,-68.343333
Dendropsophus_triangulum,-9.017778,-67.236667
Dendropsophus_triangulum,-8.75,-67.4
Dendropsophus_triangulum,-7.016667,-64.35
Dendropsophus_triangulum,-7.631389,-72.670278
Dendropsophus_triangulum,-7.631111,-72.669722
Dendropsophus_triangulum,-2.374855,-65.894475
Dendropsophus_triangulum,-6.75,-70.85
Dendropsophus_triangulum,-7.614444,-72.895556
Dendropsophus_triangulum,-7.45,-73.766667
Dendropsophus_triangulum,-2.433527,-65.033411
Dendropsophus_triangulum,-4.25,-69.95
Dendropsophus_triangulum,-7.955556,-72.076944
Dendropsophus_tritaeniatus,-15.10759646,-55.53790031
Dendropsophus_tritaeniatus,-18.63967863,-53.19405711
Dendropsophus_tritaeniatus,-15.5961,-56.0967
Dendropsophus_tritaeniatus,-15.566667,-56.083333
Dendropsophus_tritaeniatus,-17.60861111,-54.82777778
Dendropsophus_tritaeniatus,-16.51777778,-54.66654296
Dendropsophus_tritaeniatus,-17.64693718,-54.43874624
Dendropsophus_walfordi,-12.4167,-64.4167
Dendropsophus_walfordi,-7.5061,-63.0208
Dendropsophus_walfordi,-3.101944,-60.025
Dendropsophus_walfordi,-6.325952,-60.347203
Dendropsophus_walfordi,-0.130556,-67.089167
Dendropsophus_werneri,-27.5686,-48.9853
Dendropsophus_werneri,-25.4286,-48.7119
Dendropsophus_werneri,-26.6322,-48.6847
Dendropsophus_werneri,-26.919444,-49.065833
Dendropsophus_werneri,-27.1994,-49.0747
Dendropsophus_werneri,-25.01,-47.92
Dendropsophus_werneri,-23.895,-46.4253
Dendropsophus_werneri,-23.89,-46.419722
Dendropsophus_werneri,-23.89,-46.42
Dendropsophus_werneri,-24.52,-48.1
Dendropsophus_werneri,-24.52,-48.1081
Dendropsophus_werneri,-24.7,-47.55
Dendropsophus_werneri,-24.74,-47.54
Dendropsophus_werneri,-23.77,-45.35
Dendropsophus_werneri,-24.58,-48.59
Dendropsophus_werneri,-27.090556,-48.611389
Dendropsophus_werneri,-24.6925,-48.0022
Dendropsophus_werneri,-24.2814,-47.4597
Dendropsophus_werneri,-25.433333,-48.866667
Dendropsophus_werneri,-26.8989,-48.6542
Dendropsophus_werneri,-27.826111,-48.616389
Dendropsophus_werneri,-24.7167,-47.8833
Dendropsophus_werneri,-24.71,-47.88
Dendropsophus_werneri,-24.2,-47.2
Dendropsophus_werneri,-26.769444,-48.645556
Dendropsophus_werneri,-24.390614,-47.01251
Dendropsophus_werneri,-24,-46.4
Dendropsophus_werneri,-28.649898,-49.117562
Dendropsophus_werneri,-27.5686,-48.634438
Dendropsophus_werneri,-25.794992,-48.912117
Dendropsophus_werneri,-25.783333,-48.916667
Dendropsophus_werneri,-23.96,-46.39
Dendropsophus_xapuriensis,-7.631111,-72.669722
Dendropsophus_xapuriensis,-7.45,-73.6
Dendropsophus_xapuriensis,-10.651944,-68.504167
Dermatonotus_muelleri,-20.3208,-49.9106
Dermatonotus_muelleri,-20.6856,-50.5547
Dermatonotus_muelleri,-5.5,-45.25
Dermatonotus_muelleri,-21.6197,-49.0736
Dermatonotus_muelleri,-16.0667,-57.6833
Dermatonotus_muelleri,-16.06667,-57.68333
Dermatonotus_muelleri,-15.107168,-55.537404
Dermatonotus_muelleri,-19.0092,-57.6533
Dermatonotus_muelleri,-17.789432,-43.616683
Dermatonotus_muelleri,-20.2839,-50.2464
Dermatonotus_muelleri,-20.6483,-50.3606
Dermatonotus_muelleri,-20.3183,-48.3106
Dermatonotus_muelleri,-21.26,-50.64
Dermatonotus_muelleri,-8.54056,-37.6903
Dermatonotus_muelleri,-20.3578,-49.198204
Dermatonotus_muelleri,-20.3417,-49.195
Dermatonotus_muelleri,-20.34,-49.19
Dermatonotus_muelleri,-16.575,-39.5533
Dermatonotus_muelleri,-14.283611,-39.842778
Dermatonotus_muelleri,-3.386666,-44.276196
Dermatonotus_muelleri,-8.990556,-39.909167
Dermatonotus_muelleri,-18.818796,-44.448452
Dermatonotus_muelleri,-9.411944,-40.498333
Dermatonotus_muelleri,-20.7427,-49.9291
Dermatonotus_muelleri,-14.354167,-46.194444
Dermatonotus_muelleri,-14.843252,-43.988999
Dermatonotus_muelleri,-20.2,-56.5167
Dermatonotus_muelleri,-17.35,-44.93333
Dermatonotus_muelleri,-5.78333,-35.21667
Dermatonotus_muelleri,-20.42,-49.267
Dermatonotus_muelleri,-21.4681,-49.2208
Dermatonotus_muelleri,-20.39,-49.4331
Dermatonotus_muelleri,-7.024444,-37.279722
Dermatonotus_muelleri,-7.02444,-37.28
Dermatonotus_muelleri,-20.6383,-51.1092
Dermatonotus_muelleri,-21.03,-49.92
Dermatonotus_muelleri,-20.1667,-49.7033
Dermatonotus_muelleri,-16.434722,-41.003611
Dermatonotus_muelleri,-20.055986,-47.443447
Dermatonotus_muelleri,-20.1794,-51.0022
Dermatonotus_muelleri,-14.138056,-39.734167
Dermatonotus_muelleri,-20.2111,-50.9258
Dermatonotus_muelleri,-20.1852,-50.8945
Dermatonotus_muelleri,-13.499036,-40.552256
Dermatonotus_muelleri,-13.43,-40.45
Dermatonotus_muelleri,-20.9261,-50.3486
Dermatonotus_muelleri,-20.926,-50.349
Dermatonotus_muelleri,-20.4736,-50.2933
Dermatonotus_muelleri,-7.1625,-37.3089
Dermatonotus_muelleri,-20.82,-49.37
Dermatonotus_muelleri,-20.8197,-49.3794
Dermatonotus_muelleri,-20.78,-49.35
Dermatonotus_muelleri,-20.992,-48.979
Dermatonotus_muelleri,-5.0892,-42.8019
Dermatonotus_muelleri,-20.0036,-50.4338
Dermatonotus_muelleri,-20.908,-49.921
Dermatonotus_muelleri,-20.88,-49.89
Dermatonotus_muelleri,-20.1967,-50.4844
Dermatonotus_muelleri,-20.19,-50.48
Dermatonotus_muelleri,-20.4228,-49.9728
Ecnomiohyla_tuberculosa,0.504332,-69.100068
Edalorhina_perezi,-7.631111,-72.669722
Edalorhina_perezi,-8.280833,-73.253611
Edalorhina_perezi,-7.458889,-73.774444
Edalorhina_perezi,-9.413333,-72.703889
Edalorhina_perezi,-9.2975,-72.678889
Edalorhina_perezi,-9.281667,-72.236667
Edalorhina_perezi,-9.068056,-72.763611
Edalorhina_perezi,-9.065833,-72.256944
Edalorhina_perezi,-9.040833,-72.741111
Edalorhina_perezi,-9.006944,-72.718333
Edalorhina_perezi,-9.343056,-72.679444
Edalorhina_perezi,-9.221944,-72.238889
Edalorhina_perezi,-9.17,-72.824722
Edalorhina_perezi,-9.165556,-72.897222
Edalorhina_perezi,-9.14156,-72.4405
Edalorhina_perezi,-9.095464,-72.561557
Edalorhina_perezi,-9.086111,-72.678333
Edalorhina_perezi,-9.086111,-72.788333
Edalorhina_perezi,-9.038611,-72.388333
Edalorhina_perezi,-8.860278,-72.872222
Edalorhina_perezi,-8.558333,-72.891667
Edalorhina_perezi,-8.405278,-72.857778
Edalorhina_perezi,-8.258611,-72.776944
Edalorhina_perezi,-9.974722,-67.809722
Elachistocleis_bicolor,-29.992717,-51.036288
Elachistocleis_bicolor,-31.236342,-54.016243
Elachistocleis_bicolor,-21.93696,-56.536701
Elachistocleis_bicolor,-26.169311,-51.522226
Elachistocleis_bicolor,-28.59608,-50.426186
Elachistocleis_bicolor,-21.003733,-56.462141
Elachistocleis_bicolor,-28.662061,-54.970184
Elachistocleis_bicolor,-30.589616,-53.4712
